,accuracy,loss,val_accuracy,val_loss
0,0.7305936217308044,0.6738411784172058,0.8166666626930237,0.34586089849472046
1,0.8812785148620605,0.2880185544490814,0.7166666388511658,0.6731874346733093
2,0.8812785148620605,0.3043693006038666,0.8833333253860474,0.3438456058502197
3,0.9041095972061157,0.26276281476020813,0.800000011920929,0.5631001591682434
4,0.8812785148620605,0.32745468616485596,0.8999999761581421,0.2738328278064728
5,0.9178082346916199,0.2163693755865097,0.8500000238418579,0.2715967297554016
6,0.8904109597206116,0.37623441219329834,0.8833333253860474,0.34386327862739563
7,0.8721461296081543,0.3282622992992401,0.8833333253860474,0.3919254541397095
8,0.913241982460022,0.25206807255744934,0.8666666746139526,0.27959969639778137
9,0.9543378949165344,0.18040433526039124,0.9166666865348816,0.1483941525220871
