,accuracy,loss,val_accuracy,val_loss
0,0.516438364982605,0.8021979331970215,0.5,0.8404759168624878
1,0.4757990837097168,0.795791745185852,0.5,0.6853988766670227
2,0.5102739930152893,0.8221368193626404,0.5,0.6817901134490967
3,0.4885844886302948,0.7621813416481018,0.5,0.684394896030426
4,0.5022830963134766,0.7813727855682373,0.5,0.684786319732666
5,0.44566211104393005,0.9310624003410339,0.5,0.6953471302986145
6,0.4771689474582672,0.8053186535835266,0.5,0.7727875709533691
7,0.5175799131393433,0.8508262038230896,0.5,1.6193926334381104
8,0.4783104956150055,0.9093800187110901,0.5,0.7618140578269958
9,0.5280821919441223,0.903188943862915,0.5,0.681915819644928
