,accuracy,loss,val_accuracy,val_loss
0,0.5068492889404297,0.8577328324317932,0.5,0.9224017858505249
1,0.4783104956150055,0.8818172216415405,0.5,0.6917915940284729
2,0.5326483845710754,0.8334788680076599,0.5,0.6822808980941772
3,0.5242009162902832,0.8173616528511047,0.5,0.8316110968589783
4,0.543379008769989,0.799688458442688,0.5,0.8307226896286011
5,0.5488584637641907,0.8011460900306702,0.5,0.7210429310798645
6,0.5219178199768066,0.8815701007843018,0.5,1.0177925825119019
7,0.5212329030036926,0.8317379355430603,0.5,0.775890052318573
8,0.5162100195884705,0.8987274169921875,0.5,0.6837119460105896
9,0.499315083026886,0.8626396059989929,0.5,0.7310242056846619
